"Name","Date","Link to Address","Location to Text file/Filename","Address Text"

"George Washington ","January 8 1790","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-january-8-1790","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","December 8 1790","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-december-8-1790","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","October 25 1791","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-october-25-1791","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","November 6 1792","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-november-6-1792","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","December 3 1793","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-december-3-1793","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","November 19 1794","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-november-19-1794","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","December 8 1795","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-december-8-1795","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"George Washington ","December 7 1796","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-george-washington-december-7-1796","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"John Adams ","November 22 1797","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-adams-november-22-1797","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"John Adams ","December 8 1798","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-adams-december-8-1798","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"John Adams ","December 3 1799","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-adams-december-3-1799","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"John Adams ","November 11 1800","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-adams-november-11-1800","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","December 8 1801","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-december-8-1801","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","December 15 1802","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-december-15-1802","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","October 17 1803","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-october-17-1803","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","November 8 1804","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-november-8-1804","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","December 3 1805","https://www.infoplease.com/primary-sources/government/presidential-speeches/thomas-jefferson-december-3-1805","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","December 2 1806","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-december-2-1806","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","October 27 1807","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-october-27-1807","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"Thomas Jefferson ","November 8 1808","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-thomas-jefferson-november-8-1808","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","November 29 1809","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-november-29-1809","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","December 5 1810","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-december-5-1810","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","November 5 1811","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-november-5-1811","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","November 4 1812","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-november-4-1812","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","December 7 1813","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-december-7-1813","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","September 20 1814","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-september-20-1814","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","December 5 1815","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-december-5-1815","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Madison ","December 3 1816","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-madison-december-3-1816","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 12 1817","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-12-1817","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","November 16 1818","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-november-16-1818","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 7 1819","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-7-1819","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","November 14 1820","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-november-14-1820","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 3 1821","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-3-1821","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 3 1822","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-3-1822","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 2 1823","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-2-1823","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
"James Monroe ","December 7 1824","https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-monroe-december-7-1824","/home/jsdev/Documents/Github/python-web/addresses/addresses.txt"
